상가업소번호,brand,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,지번본번지,지번부번지,지번주소,도로명코드,도로명,도로명주소,층정보,경도,위도,place_id,월간 검색량,블로그누적발행
MA010120220805986182,금별맥주,금별맥주다산점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41360,남양주시,41360545,다산1동,4136011200,다산동,4136011200160610000,6061.0,,경기도 남양주시 다산동 6061,413603351600,경기도 남양주시 다산중앙로123번길,경기도 남양주시 다산중앙로123번길 22-56,,127.151215607533,37.6249422977812,2360112,20.0,268.0
MA010120220813553585,금별맥주,금별맥주,산본역점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41410,군포시,41410620,광정동,4141010400,산본동,4141010400111290000,1129.0,,경기도 군포시 산본동 1129,414104400232,경기도 군포시 산본로323번길,경기도 군포시 산본로323번길 4-7,1,126.932871035193,37.3596644854389,1005285987,20.0,33.0
MA0101202503A0073275,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41390,시흥시,41390630,연성동,4139012900,장현동,4139012900105320001,532.0,1.0,경기도 시흥시 장현동 532-1,413904397392,경기도 시흥시 시청로80번길,경기도 시흥시 시청로80번길 20,1,126.80077710278,37.38228465196,2035205067,20.0,17.0
MA0101202501A0019465,금별맥주,금별맥주,수원대점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41590,화성시,41590253,봉담읍,4159025325,봉담읍,4159025325100430003,43.0,3.0,경기도 화성시 봉담읍 와우리 43-3,415904430997,경기도 화성시 봉담읍 와우안길,경기도 화성시 봉담읍 와우안길 22,1,126.978898400917,37.2144702651746,1878005111,20.0,49.0
MA010120220803422494,금별맥주,금별맥주오산궐동점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41370,오산시,41370530,남촌동,4137010400,궐동,4137010400106800002,680.0,2.0,경기도 오산시 궐동 680-2,413704394023,경기도 오산시 궐동로7번길,경기도 오산시 궐동로7번길 3-3,,127.054701957842,37.1583058349028,1206922924,40.0,121.0
MA010120220810535733,금별맥주,금별맥주,구래점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41570,김포시,41570570,구래동,4157010900,구래동,4157010900168820008,6882.0,8.0,경기도 김포시 구래동 6882-8,415704838103,경기도 김포시 김포한강9로75번길,경기도 김포시 김포한강9로75번길 38,1,126.623436321819,37.6436021848696,1473086261,220.0,496.1
MA010120220802514771,금별맥주,금별맥주,화정점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41281,고양시 덕양구,41281622,화정2동,4128112300,화정동,4128112300109830001,983.0,1.0,경기도 고양시 덕양구 화정동 983-1,412814376366,경기도 고양시 덕양구 화신로272번길,경기도 고양시 덕양구 화신로272번길 29,,126.831243412251,37.6323696645225,1649261391,40.0,217.0
MA0101202502A0050707,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41273,안산시 단원구,41273535,호수동,4127310100,고잔동,4127310100107700013,770.0,13.0,경기도 안산시 단원구 고잔동 770-13,412733191003,경기도 안산시 단원구 광덕2로,경기도 안산시 단원구 광덕2로 185-14,1,126.831423032979,37.3109438174826,1636872723,60.0,279.0
MA0101202411A0116006,금별맥주,금별맥주금정역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41410,군포시,41410540,산본1동,4141010400,산본동,4141010400102590010,259.0,10.0,경기도 군포시 산본동 259-10,414104400072,경기도 군포시 군포로745번길,경기도 군포시 군포로745번길 3,1,126.942513244688,37.3713558789002,2075104976,20.0,33.0
MA010120220801828850,금별맥주,금별맥주라페,스타점,I2,음식,I211,주점,I21103,생맥주 전문,I56114,한식 해산물 요리 전문점,41,경기도,41285,고양시 일산동구,41285590,장항2동,4128510400,장항동,4128510400107360005,736.0,5.0,경기도 고양시 일산동구 장항동 736-5,412853012034,경기도 고양시 일산동구 고봉로,경기도 고양시 일산동구 고봉로 32-30,1,126.766434215964,37.6637034272036,1609455973,20.0,59.0
MA0101202406A0455558,금별맥주,금별맥주,호매실점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41113,수원시 권선구,41113662,금곡동,4111313400,금곡동,4111313400110900009,1090.0,9.0,경기도 수원시 권선구 금곡동 1090-9,411134331203,경기도 수원시 권선구 금곡로102번길,경기도 수원시 권선구 금곡로102번길 49-8,1,126.942442260887,37.2720529705995,1176057446,20.0,69.0
MA0101202406A0069106,금별맥주,금별맥주김포라베니체점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41570,김포시,41570560,장기동,4157010400,장기동,4157010400120290009,2029.0,9.0,경기도 김포시 장기동 2029-9,415703209024,경기도 김포시 김포한강4로,경기도 김포시 김포한강4로 8,,126.678577596093,37.6394946528046,1067019539,60.0,267.0
MA0101202406A0575578,금별맥주,금별맥주,광명역점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41210,광명시,41210655,일직동,4121010600,일직동,4121010600105120003,512.0,3.0,경기도 광명시 일직동 512-3,412103187066,경기도 광명시 양지로,경기도 광명시 양지로 19,,126.882615259251,37.4190116846553,1418180719,90.0,522.99
MA010120220802688089,금별맥주,금별맥주광명,철산점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41210,광명시,41210610,철산3동,4121010200,철산동,4121010200104070000,407.0,,경기도 광명시 철산동 407,412104361246,경기도 광명시 오리로856번길,경기도 광명시 오리로856번길 11,1,126.868056533919,37.4753277011934,2210102,50.0,63.0
MA010120220812670114,금별맥주,금별맥주안산,중앙점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41273,안산시 단원구,41273532,중앙동,4127310100,고잔동,4127310100105390018,539.0,18.0,경기도 안산시 단원구 고잔동 539-18,412734373015,경기도 안산시 단원구 고잔1길,경기도 안산시 단원구 고잔1길 45,,126.838525133154,37.3183962578105,1473371787,60.0,279.0
MA0101202406A0091145,금별맥주,금별맥주,성균관대역점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41111,수원시 장안구,41111566,율천동,4111113200,율전동,4111113200104330081,433.0,81.0,경기도 수원시 장안구 율전동 433-81,411114322425,경기도 수원시 장안구 화산로233번길,경기도 수원시 장안구 화산로233번길 59,1,126.970224683155,37.2971931956043,1786518367,30.0,135.0
MA0101202406A0012044,금별맥주,금별맥주송내역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41192,부천시 원미구,41192680,상1동,4119210900,상동,4119210900104130000,413.0,,경기도 부천시 원미구 상동 413,411923000019,경기도 부천시 원미구 부일로,경기도 부천시 원미구 부일로 203,,126.752460265942,37.4891347088336,1589643697,20.0,338.0
MA0101202406A0280662,금별맥주,금별맥주동탄,영천점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41590,화성시,41590590,동탄5동,4159013100,영천동,4159013100107010009,701.0,9.0,경기도 화성시 영천동 701-9,415904852414,경기도 화성시 지산2길,경기도 화성시 지산2길 12-18,1,127.11275004778,37.2054890781619,1689318282,20.0,35.0
MA0101202406A0467177,금별맥주,금별맥주파주,금촌점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41480,파주시,41480510,금촌1동,4148010100,금촌동,4148010100109440029,944.0,29.0,경기도 파주시 금촌동 944-29,414803206113,경기도 파주시 번영로,경기도 파주시 번영로 18-1,2,126.771472027893,37.757882892547,1793190651,20.0,25.0
MA010120220811507509,금별맥주,금별맥주김포걸포점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41570,김포시,41570515,김포본동,4157010200,걸포동,4157010200115950000,1595.0,,경기도 김포시 걸포동 1595,415703209005,경기도 김포시 걸포2로,경기도 김포시 걸포2로 83,1,126.701036956446,37.6330305918649,1246713796,60.0,97.98
MA010120220812019681,금별맥주,금별맥주신,중동점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41192,부천시 원미구,41192630,중1동,4119210800,중동,4119210800111300015,1130.0,15.0,경기도 부천시 원미구 중동 1130-15,411924352477,경기도 부천시 원미구 조마루로297번길,경기도 부천시 원미구 조마루로297번길 25,,126.776357999387,37.4986969788042,1464102670,30.0,44.010000000000005
MA0101202306A0109718,금별맥주,금별맥주기흥,구청점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41463,용인시 기흥구,41463520,구갈동,4146310200,구갈동,4146310200103530007,353.0,7.0,경기도 용인시 기흥구 구갈동 353-7,414634412044,경기도 용인시 기흥구 구갈로72번길,경기도 용인시 기흥구 구갈로72번길 10-1,,127.112455747573,37.2803932217207,1955908512,20.0,23.0
MA0101202307A0093111,금별맥주,금별맥주동탄,호수공원점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41590,화성시,41590610,동탄7동,4159013500,산척동,4159013500107270006,727.0,6.0,경기도 화성시 산척동 727-6,415904852341,경기도 화성시 동탄대로6길,경기도 화성시 동탄대로6길 19,2,127.109013588057,37.1687295946038,1203012249,20.0,17.0
MA0101202308A0087702,금별맥주,금별맥주한대앞역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41271,안산시 상록구,41271515,이동,4127110200,이동,4127110200107150002,715.0,2.0,경기도 안산시 상록구 이동 715-2,412713190010,경기도 안산시 상록구 광덕1로,경기도 안산시 상록구 광덕1로 379,,126.85124750668,37.308654738481,1473371787,20.0,160.0
MA0101202308A0022228,금별맥주,금별맥주,수지구청점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41465,용인시 수지구,41465510,풍덕천1동,4146510100,풍덕천동,4146510100107090006,709.0,6.0,경기도 용인시 수지구 풍덕천동 709-6,414654415162,경기도 용인시 수지구 풍덕천로147번길,경기도 용인시 수지구 풍덕천로147번길 11,1,127.096568627837,37.3251166501968,1302373002,20.0,60.0
MA0101202308A0053061,금별맥주,금별맥주수원망포역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41117,수원시 영통구,41117580,영통2동,4111710500,영통동,4111710500109740001,974.0,1.0,경기도 수원시 영통구 영통동 974-1,411174331137,경기도 수원시 영통구 영통로214번길,경기도 수원시 영통구 영통로214번길 41,1,127.059465789208,37.2466966846554,1520786739,20.0,819.0
MA0101202310A0087078,금별맥주,금별맥주파주초롱꽃,마을점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41480,파주시,41480600,운정6동,4148011300,동패동,4148011300120800001,2080.0,1.0,경기도 파주시 동패동 2080-1,414803353306,경기도 파주시 초롱꽃로,경기도 파주시 초롱꽃로 139,,126.719657199474,37.712623555394,1987203694,20.0,42.0
MA0101202311A0011778,금별맥주,금별맥주인덕원역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41173,안양시 동안구,41173559,인덕원동,4117310200,관양동,4117310200114890015,1489.0,15.0,경기도 안양시 동안구 관양동 1489-15,411734349178,경기도 안양시 동안구 인덕원로24번길,경기도 안양시 동안구 인덕원로24번길 19,1,126.975356221959,37.4013713636096,1795457581,20.0,41.0
MA0101202311A0019409,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41220,평택시,41220660,고덕동,4122012800,고덕동,4122012800126800005,2680.0,5.0,경기도 평택시 고덕동 2680-5,412204860296,경기도 평택시 함박산7길,경기도 평택시 함박산7길 21,1,127.034832861504,37.0376964539247,1010789905,20.0,30.0
MA010120220803111386,금별맥주,금별맥주,파주문산점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41480,파주시,41480250,문산읍,4148025022,문산읍,4148025022108910000,891.0,,경기도 파주시 문산읍 당동리 891,414803206035,경기도 파주시 문산읍 방촌로,경기도 파주시 문산읍 방촌로 1719-57,,126.784250203737,37.8670758971672,1187925231,20.0,27.0
MA0101202212A0007030,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41113,수원시 권선구,41113540,세류3동,4111312600,세류동,4111312600108620000,862.0,,경기도 수원시 권선구 세류동 862,411133175031,경기도 수원시 권선구 세지로,경기도 수원시 권선구 세지로 73,1,127.017461519349,37.2585770766404,1877974128,40.0,112.0
MA0101202209A0048955,금별맥주,금별맥주북,수원점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41111,수원시 장안구,41111591,송죽동,4111113500,송죽동,4111113500105000034,500.0,34.0,경기도 수원시 장안구 송죽동 500-34,411114322036,경기도 수원시 장안구 경수대로927번길,경기도 수원시 장안구 경수대로927번길 16,,127.008030747135,37.3012783651272,2111135,20.0,46.0
MA0101202302A0068169,금별맥주,금별맥주화서점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41115,수원시 팔달구,41115680,화서1동,4111513800,화서동,4111513800102090028,209.0,28.0,경기도 수원시 팔달구 화서동 209-28,411153176020,경기도 수원시 팔달구 화양로,경기도 수원시 팔달구 화양로 26-1,1,126.997496714494,37.280653849986,1118110136,20.0,45.0
MA0101202302A0059959,금별맥주,금별맥주구리갈매아너시티점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41310,구리시,41310510,갈매동,4131010100,갈매동,4131010100105520006,552.0,6.0,경기도 구리시 갈매동 552-6,413104857375,경기도 구리시 갈매순환로166번길,경기도 구리시 갈매순환로166번길 45,B117,127.123319932577,37.6347234146513,2310101,20.0,46.0
MA0101202306A0026800,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41590,화성시,41590259,향남읍,4159025926,향남읍,4159025926114720005,1472.0,5.0,경기도 화성시 향남읍 하길리 1472-5,415904848211,경기도 화성시 향남읍 상신하길로298번길,경기도 화성시 향남읍 상신하길로298번길 7-13,,126.911529363144,37.1154309640656,1687464008,20.0,38.0
MA0101202306A0033644,금별맥주,금별맥주,미금점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41135,성남시 분당구,41135665,구미1동,4113511400,구미동,4113511400100410002,41.0,2.0,경기도 성남시 분당구 구미동 41-2,411354340135,경기도 성남시 분당구 미금일로86번길,경기도 성남시 분당구 미금일로86번길 20,1,127.110479563949,37.3478014419507,1175386565,20.0,19.0
MA0101202303A0094556,금별맥주,금별맥주화성,병점점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41590,화성시,41590520,진안동,4159011600,진안동,4159011600108760003,876.0,3.0,경기도 화성시 진안동 876-3,415903012007,경기도 화성시 효행로,경기도 화성시 효행로 1044-1,1,127.041583113148,37.2136629114819,1106422894,20.0,18.0
MA0101202305A0022042,금별맥주,금별맥주목감역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41390,시흥시,41390570,목감동,4139012600,목감동,4139012600104120001,412.0,1.0,경기도 시흥시 목감동 412-1,413904853498,경기도 시흥시 남왕길,경기도 시흥시 남왕길 48-30,1,126.862810219422,37.3828324047649,1951767302,20.0,40.0
MA0101202305A0169307,금별맥주,금별맥주,원흥점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41281,고양시 덕양구,41281530,흥도동,4128110400,원흥동,4128110400106280000,628.0,,경기도 고양시 덕양구 원흥동 628,412813192101,경기도 고양시 덕양구 권율대로,경기도 고양시 덕양구 권율대로 668,1,126.873902144931,37.6494515640143,1015428518,20.0,13.0
MA0101202305A0094006,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41480,파주시,41480560,운정2동,4148011700,목동동,4148011700109290000,929.0,,경기도 파주시 목동동 929,414804853905,경기도 파주시 청암로17번길,경기도 파주시 청암로17번길 39,,126.735838240826,37.7293829198776,1576018495,20.0,22.0
MA0101202305A0138942,금별맥주,금별맥주시흥,정왕점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41390,시흥시,41390593,정왕3동,4139013200,정왕동,4139013200118610004,1861.0,4.0,경기도 시흥시 정왕동 1861-4,413904397476,경기도 시흥시 옥구상가2길,경기도 시흥시 옥구상가2길 4,,126.723999011973,37.3539193430361,1325790626,80.0,1350.96
MA0101202303A0083989,금별맥주,금별맥주시흥능곡역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41390,시흥시,41390640,능곡동,4139011800,능곡동,4139011800109000001,900.0,1.0,경기도 시흥시 능곡동 900-1,413904855408,경기도 시흥시 능곡번영길,경기도 시흥시 능곡번영길 33,1,126.806816950779,37.3694550841865,1369695595,20.0,42.0
MA010120220809955376,금별맥주,금별맥주의정부역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56123,서양식 음식점업,41,경기도,41150,의정부시,41150510,의정부1동,4115010100,의정부동,4115010100101750016,175.0,16.0,경기도 의정부시 의정부동 175-16,411504343196,경기도 의정부시 시민로121번길,경기도 의정부시 시민로121번길 3,1,127.048772905428,37.7386965214783,1263698440,20.0,82.0
MA0101202301A0050473,금별맥주,금별맥주야탑역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41135,성남시 분당구,41135620,야탑1동,4113510700,야탑동,4113510700103610007,361.0,7.0,경기도 성남시 분당구 야탑동 361-7,411354340373,경기도 성남시 분당구 장미로86번길,경기도 성남시 분당구 장미로86번길 16,1,127.130240093962,37.4122766240537,1657568318,20.0,59.0
MA010120220806536631,금별맥주,금별맥주,오목천점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41113,수원시 권선구,41113550,평동,4111312900,오목천동,4111312900105510002,551.0,2.0,경기도 수원시 권선구 오목천동 551-2,411133175037,경기도 수원시 권선구 오목천로,경기도 수원시 권선구 오목천로 61,,126.969198969524,37.2402831574166,1769471357,30.0,35.01
MA0101202301A0040502,금별맥주,금별맥주안양,직영점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41171,안양시 만안구,41171510,안양1동,4117110100,안양동,4117110100106740101,674.0,101.0,경기도 안양시 만안구 안양동 674-101,411714346193,경기도 안양시 만안구 안양로292번길,경기도 안양시 만안구 안양로292번길 35,1,126.923552126938,37.3993579616418,1264429310,20.0,284.0
MA0101202211A0091425,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41281,고양시 덕양구,41281520,원신동,4128110300,신원동,4128110300106250000,625.0,,경기도 고양시 덕양구 신원동 625,412813194072,경기도 고양시 덕양구 신원로,경기도 고양시 덕양구 신원로 40-48,1,126.889166955803,37.6639096296992,1416373307,20.0,23.0
MA010120220800711415,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41115,수원시 팔달구,41115730,인계동,4111514100,인계동,4111514100111200005,1120.0,5.0,경기도 수원시 팔달구 인계동 1120-5,411154328471,경기도 수원시 팔달구 효원로291번길,경기도 수원시 팔달구 효원로291번길 53,,127.034395568248,37.2637453525744,1939572336,220.0,924.0
MA0101202504A0045458,금별맥주,금별맥주호매실수자인점,,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41113,수원시 권선구,41113664,호매실동,4111313500,호매실동,4111313500113620000,1362.0,,경기도 수원시 권선구 호매실동 1362,411133175044,경기도 수원시 권선구 칠보로,경기도 수원시 권선구 칠보로 136,1,126.953585653157,37.2656784911712,2025246783,40.0,316.0
MA0101202211A0006902,금별맥주,금별맥주이천,마장점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41500,이천시,41500340,마장면,4150034021,마장면,4150034021104420017,442.0,17.0,경기도 이천시 마장면 오천리 442-17,415004855520,경기도 이천시 마장면 중앙로6번길,경기도 이천시 마장면 중앙로6번길 11,1,127.355351522305,37.2515125805578,1231349340,30.0,53.01
MA010120220805445054,금별맥주,금별맥주,풍무점,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41570,김포시,41570550,풍무동,4157010700,풍무동,4157010700109500000,950.0,,경기도 김포시 풍무동 950,415704854932,경기도 김포시 양도로19번길,경기도 김포시 양도로19번길 5,,126.724187716701,37.607012473026,1020139895,50.0,101.0
MA010120220813242953,금별맥주,금별맥주,역곡점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41192,부천시 원미구,41192580,역곡2동,4119210700,역곡동,4119210700100800003,80.0,3.0,경기도 부천시 원미구 역곡동 80-3,411923000019,경기도 부천시 원미구 부일로,경기도 부천시 원미구 부일로 732,1,126.811029817602,37.4855487803274,1314343135,20.0,9.0
MA010120220803217189,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41192,부천시 원미구,41192520,심곡2동,4119210200,심곡동,4119210200101920018,192.0,18.0,경기도 부천시 원미구 심곡동 192-18,411924352080,경기도 부천시 원미구 부일로459번길,경기도 부천시 원미구 부일로459번길 40,1,126.781863372819,37.4877150063439,1144831833,20.0,212.0
MA0101202302A0057053,금별맥주,금별맥주용인,동백점,I2,음식,I211,주점,I21103,생맥주 전문,I56111,한식 일반 음식점업,41,경기도,41463,용인시 기흥구,41463575,동백2동,4146311600,중동,4146311600108300001,830.0,1.0,경기도 용인시 기흥구 중동 830-1,414633204023,경기도 용인시 기흥구 동백5로,경기도 용인시 기흥구 동백5로 21-8,,127.152862256676,37.2770681577639,1548169996,30.0,44.010000000000005
MA010120220805955453,금별맥주,금별맥주수원고색역점,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41113,수원시 권선구,41113550,평동,4111312800,고색동,4111312800104050001,405.0,1.0,경기도 수원시 권선구 고색동 405-1,411133012005,경기도 수원시 권선구 서부로,경기도 수원시 권선구 서부로 1564,1,126.977119203092,37.2489079543065,1769471357,40.0,70.0
MA010120220812082878,금별맥주,금별맥주별내파라곤,스퀘어점,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41360,남양주시,41360570,별내동,4136011100,별내동,4136011100109750001,975.0,1.0,경기도 남양주시 별내동 975-1,413603197037,경기도 남양주시 순화궁로,경기도 남양주시 순화궁로 249,1,127.128119051286,37.6518820390067,2360111,20.0,93.0
MA010120220808415184,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41370,오산시,41370523,대원1동,4137010300,원동,4137010300108120006,812.0,6.0,경기도 오산시 원동 812-6,413703198034,경기도 오산시 운암로,경기도 오산시 운암로 13-22,,127.075067434801,37.1469233213287,1904029520,20.0,58.0
MA0101202209A0010612,금별맥주,금별맥주모란점,,I2,음식,I211,주점,I21103,생맥주 전문,I56219,기타 주점업,41,경기도,41133,성남시 중원구,41133510,성남동,4113310100,성남동,4113310100134430000,3443.0,,경기도 성남시 중원구 성남동 3443,411334337420,경기도 성남시 중원구 제일로35번길,경기도 성남시 중원구 제일로35번길 55,1,127.131291927706,37.4324492395561,1976292314,20.0,52.0
MA010120220803359144,금별맥주,금별맥주,,I2,음식,I211,주점,I21104,요리 주점,I56219,기타 주점업,41,경기도,41210,광명시,41210655,일직동,4121010600,일직동,4121010600105120003,512.0,3.0,경기도 광명시 일직동 512-3,412103187066,경기도 광명시 양지로,경기도 광명시 양지로 21,20,126.882210650711,37.4176867856069,1418180719,90.0,522.99
MA010120220813083656,금별맥주,금별맥주,,I2,음식,I211,주점,I21103,생맥주 전문,I56213,생맥주 전문점,41,경기도,41196,부천시 오정구,41196530,원종2동,4119610400,원종동,4119610400102270013,227.0,13.0,경기도 부천시 오정구 원종동 227-13,411964358356,경기도 부천시 오정구 원종로36번길,경기도 부천시 오정구 원종로36번길 9,1,126.804123319174,37.5237671333246,1284647505,50.0,79.0
